Name_AR,Name_EN,Price,Brand_AR,Category_AR,Sub_Category_AR,Active_Ingredient,Requires_Fridge,Indications,Dosage
أوتريفين نقط للأنف للأطفال 15 مل,Otrivin Nasal Drops Solution For Children 15 ml,24,جي إس كيه,العناية بصحة الأطفال,مضادات الاحتقان و الجيوب الأنفية,N/A,No,تخفيف احتقان الأنف الناتج عن نزلات البرد أو الحساسية أو التهاب الجيوب الأنفية عند الأطفال.,
أيفيبرونت شراب 100 مل,Ivypront Syrup 100 ml,57,تاج فارما,الأدوية,أدوية الكحة,N/A,No,يُستخدم لعلاج الحالات التمثائلية المرتبطة بالبلغم الكثيف، مثل التهاب الشعب الهوائية والربو. يساعد في تخفيف البلغم وجعله أسهل في السعال. يحسن التمثائل ويقلل من السعال.,انظر لطريقة الاستعمال.
ستربسلز أقراص استحلاب عسل و ليمون 24 قطعة,Strepsils Honey & Lemon 24 Lozenges,200,ريكيت بنكيزر,الأدوية,التهاب الحلق,أميل ميتاكريسول + كحول ثنائي كلوروبنزيل,No,أقراص إستحلاب للحلق ذات تأثير مبرد يخفف من آلام الحلق و الشعور بعدم الراحة.,للبالغين والأطفال بعمر 12 سنة فما فوق: قم بإذابة قرص واحد في الفم كل 2 إلى 3 ساعات. لا تتجاوز 6 أقراص استحلاب خلال 24 ساعة.
"فيت شرائح شمعية لازاله الشغر للبشرة الحساسة, 12 قطعة",Veet Hair Removal Wax Stripes For Sensitive Skin 12 Stripes,114,فيت,العناية اليومية,ازالة الشعر للنساء,N/A,No,,
رواكول 45 كبسولة,Rowachol 45 Capsules,93,امون,الأدوية,أدوية تحسين وظائف الكبد و المرارة,N/A,No,زيادة إنتاج الصفراء تخفيف تشنج القنوات الصفراوية تعزيز مرور حصوات المرارة تحسين وظائف الكبد,
هيرو بيبي نيوتراسينس (اش ام أو) (2) لبن أطفال - 400جم,Hero Baby Nutrasense 2 (Hmo) Milk 400gm,420,هيرو بيبي,العناية بالأم والطفل,حليب اطفال المرحلة الثانية,N/A,No,,
لوبريستيرا قطرة عين 15 مل,Lubristira Ophthalmic Solution 15 ml,83,تالنت فارما,الأدوية,علاج جفاف العين,N/A,No,تم تصميم محلول Lubristira Ophthalmic لتوفير الراحة من جفاف العين والانزعاج المرتبط بجفاف العين.,
أتوموكس إبيكس 4 مجم/مل محلول فموي 100 مل,Atomoxapex 4 mg/ml Oral Solution 100 ml,120,ابيكس فارما,العناية بصحة الأطفال,أدوية فرط الحركة وتشتت الانتباه,N/A,No,يستخدم لعلاج اضطراب نقص الانتباه وفرط النشاط (ADHD) لدى الأطفال والمراهقين والبالغين.,
سيدرال اكتيف 15 استيك قابلة للذوبان,Sideral Active 15 Orodispersible Sticks,200,الإسراء فارماسيوتيكال,فيتامينات & طعام صحي,حديد,N/A,No,,
سايميثيكون نقط بالفم 30 مل,Simethicone Drops 30 ml,27,شركة المهن الطبية,العناية بصحة الأطفال,علاج المغص و التقلصات,N/A,No,تستخدم قطرات سيميثيكون بشكل شائع لتخفيف الأعراض المرتبطة بالغازات والانتفاخ الناتج عن زيادة الغازات في الجهاز الهضمي.,
إنتيروجيرمينا 4 بليون 5 مل 10 زجاجات صغيرة,Enterogermina 4 Billions/5 ml Oral Suspension 10 Mini Bottles,260,سانوفى,الأدوية,علاج الاسهال,N/A,No,بروبيوتيك يحتوي على باسيلوس كلاوزي ، وهي بكتيريا حية موجودة بشكل طبيعي في الأمعاء. عادة ما يتم استخدامه لعلاج الإسهال، ولكنه يمكن أيضًا استخدامه لمنع الإسهال الناتج عن المضادات الحيوية. كما يمكن استخدامه لتحسين صحة الأمعاء بشكل عام.,
ديبروساليك لوشن 30 مل,Diprosalic Lotion 30 ml,43,ممفيس,الأدوية,ملطف موضعي و مضاد للالتهاب,بيتاميثازون + حمض الساليسيليك,No,علاج مشاكل الجلد التي تشمل طبقة من القشور التي تغطي الجلد المصاب، مثل الأكزيما الحزازية المزمنة، والحزاز المسطح، والحزاز البسيط، والصدفية اللوحية المزمنة.,ضع طبقة رقيقة من اللوشن على المنطقة المصابة مرة أو مرتين يوميًا ، أو حسب توجيهات طبيبك.
بيبرا 20 مجم 28 قرص ذات كسوة معوية,Bepra 20 mg 28 Enteric Coated Tablets,206,جلوبال نابى,الأدوية,مضادات الحموضة و قرحة المعدة,رابيبرازول,No,,
كوإنزيم كيو 10 - 30 مجم 20 كبسولة,Coenzyme Q10 (30 mg) 20 Capsules,60,ميباكو فارما,فيتامينات & طعام صحي,كو انزيم كيو 10,N/A,No,دعم صحة القلب وإنتاج الطاقة في الجسم.,
دوستينكس 0.5 مجم 2 قرص,Dostinex 0.5 mg 2 Tablets,172,فايزر,الأدوية,مثبطات البرولاكتين,كابيرجولين,No,علاج المستويات العالية من البرولاكتين في الدم (فرط برولاكتين الدم). علاج ضخامة الأطراف (حالة ينتج فيها الجسم الكثير من هرمون النمو). علاج ورم برولاكتيني (ورم حميد في الغدة النخامية ينتج البرولاكتين).,الجرعة الأولية المعتادة من كابيرجولين لفرط برولاكتين الدم هي 0.5 مليجرام مرة أو مرتين أسبوعياً. يمكن زيادة جرعة كابيرجولين تدريجياً حتى يتم التحكم في مستويات البرولاكتين لديك. الجرعة الأولية المعتادة من كابيرجولين لضخامة الأطراف هي 0.5 مليجرام مرة واحدة في الأسبوع. يمكن زيادة جرعة كابيرجولين تدريجياً حتى يتم التحكم في مستويات هرمون النمو لديك.
فلاجيل 125 مجم/5 مل للأطفال شراب 100 مل,Flagyl 125 mg/5 ml Pediatric Suspension 100 ml,26,سانوفى,العناية بصحة الأطفال,مضادات الطفيليات,ميترونيدازول,No,دواء مضاد حيوي يستخدم لعلاج مجموعة متنوعة من الالتهابات البكتيرية ، بما في ذلك التهابات المسالك البولية ، والتهاب المهبل البكتيري ، والجيارديا.,
اكرتين 0.025 كريم 30 جرام,Acretin 0.025 Cream 30 gm,38,جمجوم فارما,الأدوية,علاجات حب الشباب,تريتينوين,No,كريم موضعي يُستخدم لعلاج حب الشباب قد يسبب تهيج البشرة,
كوين ماكينة حلاقة شفرتين برأس ثابت 2 قطعة,Queen Fixed Head Twin Blade Razor 2 Pieces,59,لورد,العناية اليومية,ازالة الشعر للنساء,N/A,No,,
فافرين 100 مجم 30 قرص,Faverin 100 mg 30 Tablets,261,أبوت,الأدوية,علاجات الاكتئاب والفصام,فلوفوكسامين,No,الاكتئاب (نوبة اكتئابية رئيسية). اضطراب الوسواس القهري.,الجرعة الموصى بها من Faverin للبالغين هي 100 مليجرام يوميًا. بالنسبة لبعض المرضى، يُمكن زيادة الجرعة تدريجيًا حتى 300 مليجرام يوميًا كحد أقصى. يمكن وصف Faverin للأطفال الذين تبلغ أعمارهم 8 سنوات وما فوق لعلاج اضطراب الوسواس القهري. الجرعة الابتدائية هي 25 مليجرام يوميًا، ويمكن زيادة الجرعة تدريجيًا حسب الحاجة.
انيماكس انيميا 120 مل,Enemax Enema 120 ml,40,امون,الأدوية,الملينات,N/A,No,دواء بوصفة طبية يستخدم لتخفيف الإمساك.,
نوتوسيل شراب معلق 120 مل,Notussil 120 ml Suspension,71,كيميفارم,الأدوية,أدوية الكحة,كلوبراستين,No,علاج السعال الجاف المصاحب لالتهابات الجهاز التمثائلي، مثل التهاب الشعب الهوائية والالتهاب الرئوي تخفيف أعراض السعال وتهيج الحلق,1 ملعقة صغيرة (5 مل) 3-4 مرات يومياً للبالغين والأطفال فوق 10 سنوات؛ نصف ملعقة صغيرة (2.5 مل) 3-4 مرات يومياً للأطفال من عمر 6-10 سنوات.
الفيرينسبازم 24 كبسولة,Alverinspasm 24 Capsules,74,العامرية,الأدوية,مضاد للتقلصات,سيترات الألفيرين + سيميثيكون,No,علاج أعراض متلازمة القولون العصبي (IBS),كبسولة واحدة 3 مرات يوميا بعد الأكل.
بوبروفيوتال 150 مجم 30 قرص مغلف ممتد المفعول,Buprofutal 150 mg 30 Sustained Release Film Coated Tablets,152,اف بى اى,الأدوية,علاجات الاكتئاب والفصام,بوبروبيون,No,,
ميوكو اس ار 20 كبسولة,Muco S.R 20 Capsules,64,ستادا,الأدوية,أدوية الكحة,أمبروكسول,No,علاج اضطرابات الجهاز التمثائلي المرتبطة بالإفراط في إنتاج المخاط إذابة المخاط وتسهيل عملية السعال,كبسولة واحدة 3 مرات يوميًا للبالغين والأطفال فوق 12 عامًا نصف كبسولة 3 مرات يومياً للأطفال من عمر 6 إلى 12 سنة.
جليبتس 50 مجم/1000 مجم 30 قرص,Gliptus Plus 50/1000 mg 30 Tablets,192,ايفا فارما,الأدوية,أدوية مرض السكري,فيلداجليبتين + ميتفورمين,No,مرض السكري من النوع 2,الجرعة الأولية المعتادة هي قرص واحد يوميًا. قد يضبط طبيبك الجرعة حسب الحاجة.
فيروترون 30 كبسولة,Ferrotron 30 Capsules,180,نيرهادو,فيتامينات & طعام صحي,حديد,N/A,No,,
برايفت أمومة فوط صحية لما بعد الولادة فائقة الامتصاص 20 فوطة,Private Maternity Extra Absorbent 20 Pads,126,برايفت,العناية بالأم والطفل,حفاضات الولادة,N/A,No,,
ديجستن 20 قرص,Digestin 20 Tablets,42,فاركو,الأدوية,مهضم ومضاد للانتفاخات,N/A,No,هو دواء إنزيم هضمي يستخدم لعلاجعسر الهضم والانتفاخ ومشاكل الجهاز الهضمي الأخرى. يحتوي على مزيج من الإنزيمات التي تساعد على تكسير الطعام.,
ديامونركتا 5 مجم 30 قرص مغلفة,Diamonrecta 5 mg 30 Film Coated Tablets,187.5,ايفا فارما,الصحة الجنسية,علاج ضعف الانتصاب لدى الرجال,N/A,No,علاج ضعف الانتصاب (ED) في الرجال.,عادةً ما يُتناول قرص واحد عند الحاجة، تقريباً قبل 30 دقيقة من النشاط الجنسي. تجنب تناول أكثر من جرعة واحدة خلال فترة 24 ساعة.
برايم روز بلاس 1000 مجم 30 كبسولة,Primrose Plus 1000 mg 30 Capsules,195,ايما فارم,الأدوية,روتين العناية وقت الحيض,N/A,No,لتحسين صحة الجلد والتقليل من حب الشباب تخفيف أعراض متلازمة ما قبل الدورة الشهرية تقليل الهبات الساخنة والأعراض الأخرى لانقطاع الطمث تحسين صحة القلب تقليل الالتهاب,كبسولة واحدة يوميًا
سانتورين 20 كبسولة جيلاتينية صلبة,Santorin 20 Hard Gelatin Capsules,190,هايجنت,فيتامينات & طعام صحي,منتجات ادارة الوزن,N/A,No,,
جافيسكون سائل مضاعف القوة معلق للشرب 150 مل,Gaviscon Double Action Liquid Oral Suspension 150 ml,144,جي إس كيه,الأدوية,مضادات الحموضة و قرحة المعدة,بيكربونات البوتاسيوم + الجلوتينات الصوديوم,No,تخفيف أعراض حرقة المعدة وعسر الهضم.,
إبيسيفين 1 جم 1 فيال للحقن الوريدي,Epicephin 1 gm I.V. 1 Vial,60,إيبيكو,الأدوية,مضادات حيوية,سيفترياكسون,No,مضاد حيوي من فئة السيفالوسبورين. يستخدم لعلاج مجموعة متنوعة من العدوى بما في ذلك التهاب السحايا البكتيري، والالتهاب الوسيط الحاد للأذن، والالتهاب الرئوي، والعدوى الجنسية، والعدوى في المسالك البولية، والعدوى في القدم السكرية.,1 جرام حقن وريدي.
رواتينكس 45 كبسولات جيلاتينية,Rowatinex 45 Soft Gelatin Capsules,93,امون,الأدوية,حصوات الكلى,N/A,No,مكمل غذائي يستخدم للمساعدة في إذابة وإخراج حصوات الكلى والمسالك البولية.,
جلوكوز 5% محلول للتنقيط الوريدي بغطاء 500 مل,Glucose 5% Intravenous Infusion With Cap 500 ml,29.5,فيبكو,الأدوية,الأدوية المتخصصة,N/A,No,- محلول الجلوكوز (5٪) هو محلول نظيف وغير حارث للجراثيم لإدارة الوريدية. - تحتوي كل زجاجة على 500 مل من محلول الجلوكوز مع الغطاء الموفر من Fibco.,- تعتمد الجرعة المناسبة على حالة المريض ويجب تحديدها بواسطة متخصص في المجال الصحي. - يجب مراقبة جرعة الحقن ومعدل التسريب بعناية أثناء الحقن.
هيرو بيبي نيوتراسينس (اش ام أو) (1) لبن أطفال - 400جم,Hero Baby Nutrasense 1 Hmo Milk 400gm,420,هيرو بيبي,العناية بالأم والطفل,حليب اطفال المرحلة الاولى,N/A,No,,
صوديوم بايكارب 1000 مجم 30 كبسولة جيلاتينية صلبة,Sodium Bicarb 1000 mg 30 Hard Gelatin Capsules,110,بيوميد فارما,الأدوية,مضادات الحموضة و قرحة المعدة,N/A,No,,
سايميثيكون نقط بالفم 30 مل,Simethicone Oral Drops 30 ml,24,العامرية,العناية بصحة الأطفال,علاج المغص و التقلصات,N/A,No,تخفيف الغازات والانتفاخ المرتبط بعسر الهضم ومغص الرضع والارتجاع المعدي المريئي.,
فوستيمون 150 وحدة دولية للحقن العضلي أو تحت الجلد 1 فيال,Fostimon 150 I.U I.M/S.C 1 Vial,1128,ماركيرل,الأدوية,أدوية الخصوبة,يوروفوليتروبين,Yes,تحفيز التبويض عند النساء المصابات بانقطاع التبويض أو قلة التبويض تحفيز نمو الجريبات عند النساء الخاضعات لتلقيح الأنابيب (IVF) علاج العقم عند الرجال المصابين بقصور الغدد التناسلية تحت المهاد,تختلف جرعة Fostimon حسب حالة الفرد والغرض من العلاج
ميكوناز جل عن طريق الفم 20 جرام,Miconaz Oral Gel 20 gm,23,شركة المهن الطبية,الأدوية,عدوى الفم,ميكونازول,No,علاج الالتهابات الفطرية في الفم والحلق والمريء، مثل القلاع (المبيضات). منع الالتهابات الفطرية لدى الأشخاص ذوي المناعة الضعيفة، مثل المصابين بفيروس نقص المناعة البشرية/الإيدز أو السرطان.,ضع كمية صغيرة من الجل على المنطقة المصابة 3-4 مرات يوميًا.
اتاكاند 8 مجم 14 قرص,Atacand 8 mg 14 Tablets,83,أسترازينيكا,الأدوية,أمراض القلب و الضغط و الدم,كانديسارتان سيليكسيتيل,No,Atacand هو دواء وصفة طبية يستخدم لعلاج ارتفاع ضغط الدم (ارتفاع ضغط الدم) وفشل القلب. ينتمي إلى فئة من الأدوية تسمى مضادات مستقبلات أنجيوتنسين الثاني (ARBs).,الجرعة المعتادة من Atacand للبالغين هي قرص واحد مرة واحدة يوميا. يمكن زيادة الجرعة اعتمادًا على استجابتك للدواء.
خرطوم شفط بالبوز,Suction Device,70,N/A,الأجهزة والمستلزمات الطبية,قساطر,N/A,No,,
فيوسيكورت كريم 20 جم,Fucicort Cream 20 gm,70,مينا فارم,الأدوية,عدوى الجلد,بيتاميثازون + حمض الفوسيديك,No,كريم كورتيكوستيرويد موضعي ومضاد حيوي. يعالج الإكزيما أو التهاب الجلد الذي يصاب بالعدوى البكتيرية الحساسة لحمض الفيوسيدك. يخفف من علامات الالتهاب الجلدية ، مثل: الانتفاخ والاحمرار والحكة.,ضع طبقة رقيقة على المنطقة المصابة مرتين يومياً.
أتور 40 مجم 10 أقراص مغلفة,Ator 40 mg 10 Film Coated Tablets,106,إيبيكو,الأدوية,أمراض القلب و الضغط و الدم,أتورفاستاتين,No,,
غطاء قاعدة تواليت,Toilet Base Cover,15,N/A,الأجهزة والمستلزمات الطبية,غطاء المرحاض,N/A,No,,
بيتولفكس - 1 ملجم لكل 1 ميلي- 2 أمبولة,Betolvex 1 mg/ml 2 Ampoule,64,مينا فارم,فيتامينات & طعام صحي,فيتامين ب وب مركب,N/A,No,علاج نقص فيتامين B12 علاج فقر الدم دعم وظائف الجهاز العصبي,
ليثيومود 400 مجم 30 قرص,Lithiomod 400 mg 30 Tablets,162,N/A,الأدوية,علاجات الاكتئاب والفصام,كربونات الليثيوم,No,,
ريد قاتل الحشرات الطائرة بدون رائحة بخاخ 300 مل,Raid Flying Insect Killer Odorless Spray 300 ml,100,رايد,العناية اليومية,طارد الحشرات,N/A,No,,
وان تو ثري إكسترا 20 قرص مغلف,One Two Three Extra 20 Film Coated Tablets,50,الحكمة,الأدوية,أدوية نزلات البرد والانفلونزا,باراسيتامول + سودوإيفيدرين هيدروكلورايد + كلورفينيرامين ماليات,No,,
ثرومبيكس دي إن ايه جل 40 جم,Thrombexx DNA Gel 40 gm,77,مينا فارم,الأدوية,مضادات الالتهاب و التورم,هيرودين,No,علاج الكدمات علاج التهاب الوريد الخثاري (التهاب الوريد مع جلطة دموية) منع تجلط الشرايين الودائية (جلطات الدم في الشرايين الودائية ، وهي أنابيب تربط بين وعاءين دمويين),ضع طبقة رقيقة من الجل على المنطقة المصابة وادلك برفق حتى تمتصه. كرر 2-3 مرات يوميًا.
آلو إيفا بلسم مقوي للشعر بالصبار وزيت الأرجان المغربي 230 مل,Aloe Eva Strengthening Hair Conditioner With Aloe Vera And Moroccan Argan Oil 230 ml,80,إيفا مستحضرات التجميل,العناية بالشعر,بلسم للشعر الجاف,N/A,No,ضعه على الشعر المبلل بعد الشامبو. اتركه لمدة 3-5 دقائق، ثم اشطفه جيدًا.,
كروماكس 60 كبسولة,Chromax 60 Capsules,177,ايفا فارما,فيتامينات & طعام صحي,منتجات ادارة الوزن,N/A,No,مكمل غذائي يجمع بين بيكولينات الكروم ومستخلص فاكهة جاركينيا كامبوجيا.,
ليمتلس سي زنك اورجينال - 30 قرص استحلاب,Limitless C-Zinc Original 30 Lozenges Tablets,100,ليمتلس,فيتامينات & طعام صحي,فيتامين ج,N/A,No,,
نورميفرن بخاخ انف 20مل,Normifrin Nasal Spray 20 ml,26,شركة المهن الطبية,الأدوية,مضادات الاحتقان و الجيوب الأنفية,أوكسيمودازولين,No,هو مزيل احتقان يساعد على تخفيف احتقان الأنف الناتج عن نزلات البرد الشائعة والحساسية أو التهابات الجيوب الأنفية.,الجرعة الموصى بها لرذاذ الأنف نورميفرين هي رشتان في كل فتحة من الأنف، مرتين في اليوم.
ميرالجو 20 كبسولة,Meralgo 20 Capsules,425,كوباد ايجيبت,فيتامينات & طعام صحي,الجلوكوزامين ، كوندرويتين & ام اس ام,N/A,No,صحة المفاصل وحركتها تقليل الالتهاب دعم صحة الغضاريف,
ديوركس واقي ذكري بنكهة الفراولة 3 قطع,Durex Strawberry Flavoured Condom 3 Pieces,75,ديوركس,الصحة الجنسية,الواقي الذكرى,N/A,No,تم تصميم واقيات الديوركس الفراولة لتوفير حماية لكلي الشريكين أثناء الجماع الجنسي مع إضافة نكهة فاكهية لتعزيز الإحساس.,
اترابكس 100مجم 15 كبسولة,Itrapex 100 mg 15 Capsules,141,ابيكس فارما,الأدوية,مضاد للفطريات,إيتراكونازول,No,مضاد فطري يعالج مجموعة متنوعة من العدوى الفطرية، بما في ذلك عدوى الخميرة المهبلية والقراد وقدم الرياضي مناسب للبالغين والأطفال الذين تزيد أعمارهم عن 12 عامًا,البالغين: 100 مجم مرة واحدة يومياً الأطفال فوق 12 عامًا: 50 مجم مرة واحدة يوميًا
سليبيز 3 مجم 20 قرص,Sleepez 3 mg 30 Tablets,81,كيميفارم,الأدوية,مضادات القلق واضطراب النوم,زاليبلون,No,يستخدم لعلاج الأرق على المدى القصير، حيث يساعد الأفراد على النوم بشكل أسرع والحفاظ على مدة نوم أطول.,
اليكويس 2.5 مجم 20 قرص مغلف,Eliquis 2.5 mg 20 Film Coated Tablets,532,فايزر,الأدوية,أمراض القلب و الضغط و الدم,أبيكسابان,No,هو دواء بوصفة طبية ينتمي إلى مجموعة الأدوية المضادة للتجلط. يتم استخدام إليكويس لمنع تكون الجلطات الدموية في الأشخاص التالية: بعد جراحة استبدال الورك أو الركبة. منع الخفقان غير الصمامي في الأذين (حالة قلبية يمكن أن تزيد من خطر السكتة الدماغية). لتقليل خطر تكون الجلطات الدموية المتكررة لدى الأشخاص الذين سبق لهم أن تعرضوا لجلطة دموية.,الجرعة الموصى بها لإليكويس هي 2.5 مليجرام عن طريق الفم مرتين يوميًا. يجب تناول الجرعة الأولى بعد 12 إلى 24 ساعة من الجراحة.
أوتال قطرة للأذن 5 مل,Otal Ear Drops 5 ml,19,امون,الأدوية,صحة الأذن,سينكوكايين + ديكساميثازون + فراميسيتين + جراميسيدين,No,تم تصميم قطرات الأذن Otal لمعالجة أمراض الأذن المختلفة، بما في ذلك الالتهاب والألم والالتهابات البكتيرية. يوفر الراحة من الأعراض مثل ألم الأذن والحكة وعدم الراحة.,استخدمه حسب توجيهات أخصائي الرعاية الصحية أو حسب الوصفة الطبية. قد تختلف الجرعة حسب شدة الحالة.
بيرفورما اكسترا سترينث 5% محلول موضعي 60 مل,Performa Extra Strength 60ml,156,الأندلس,العناية بالشعر,علاج تساقط الشعر,N/A,No,,
ليبانثيل سوبرا 160 مجم 30 قرص مغلف,Lipanthyl Supra 160 mg 30 Film Coated Tablets,141,أبوت,الأدوية,أمراض القلب و الضغط و الدم,فينوفيبرات,No,زيادة الكوليسترول في الدم (فرط الكوليسترول) زيادة الجليسريدات في الدم (فرط الجليسريدات) فرط دهون الدم المختلط (ارتفاع الكوليسترول والجليسريدات) الوقاية من أمراض القلب والأوعية الدموية في المرضى ذوي مخاطر عالية,الجرعة الموصى بها هي قرص واحد يوميًا.
موزابرايد 5 مجم 30 قرص,Mosapride 5 mg 30 Tablets,132,ويسترن,الأدوية,مضادات الحموضة و قرحة المعدة,موسابريد,No,عامل محفز للحركة الدودية للأمعاء و المعدة. يزيد من ضغط العضلة السفلية للمريء. يعزز إفراغ المعدة و حركة الأمعاء الدقيقة.,
إيرالونير 25 مجم 20 قرص مغلف,Eraloner 25 mg 20 Film Coated Tablets,136,ابيكس فارما,الأدوية,أمراض القلب و الضغط و الدم,إبليرينون,No,دواء بوصفة طبية يُستخدم لعلاج القصور القلبي.,تناول قرص واحد عن طريق الفم مرة واحدة يوميًا.
قطن طبي 100 جم,Medical Cotton 100 Gm,23,N/A,الأجهزة والمستلزمات الطبية,العناية بالجروح والحروق,N/A,No,,
كوليروز 10 مجم 21 قرص مغلف,Cholerose 10 mg 21 Film Coated Tablets,102,ماركيرل,الأدوية,أمراض القلب و الضغط و الدم,روزوفاستاتين,No,كوليروز هو دواء لخفض الكوليسترول. إنه نوع من الستاتين ، الذي يعمل عن طريق منع إنتاج الكوليسترول في الكبد.,الجرعة الابتدائية العادية هي 10 مليجرام مرة واحدة يوميًا. قد يقوم طبيبك بضبط الجرعة بناءً على استجابتك للدواء.
جابتين 100 مجم 30 كبسولة ,Gaptin 100 mg 30 Capsules,81,دلتا فارما,الأدوية,أدوية الصرع,غابابنتين,No,النوبات الجزئية في البالغين والأطفال الذين تبلغ أعمارهم 3 سنوات وما فوق ألم الأعصاب الناتج عن الحزام الناري (ألم العصب البوستهربيتيك) في البالغين,الجرعة الابتدائية عادة ما تكون ما بين 300 مليجرام إلى 900 مليجرام يوميًا، مقسمة إلى 3 جرعات. قد يقوم طبيبك بضبط الجرعة استنادًا إلى استجابتك للدواء.
ابياو 4000 وحدة دولية 1 فيال,Epiao 4000 I.U. 1 Vial,155,N/A,الأدوية,أمراض القلب و الضغط و الدم,إريثروبويتين ألفا,Yes,دواء يساعد نخاع العظم على إنتاج المزيد من خلايا الدم الحمراء.,تختلف حسب الاحتياجات الفردية.
انسولين مكستارد 30/70 وحدة دولية 5 خراطيش,Insulin Mixtard Penfill 30/70 IU 5 Ampoules,338,نوفو نورديسك,الأدوية,الانسولين,الأنسولين البشري + الأنسولين الإيزوفان البروتامين البشري,Yes,هو محلول واضح وعديم اللون.,
كيه دي إل سرنجات إنسولين معقمة للاستخدام مرة واحدة 1 مل (100 وحدة) 10 سرنجات,KDL Sterile Syringes For Insulin For Single Use 1 ml (100 U) 10 Syringes,80,N/A,الأجهزة والمستلزمات الطبية,كانيولا و سرنجات,N/A,No,,
إكساميد 10 مجم 30 قرص,Examide 10 mg 30 Tablets,117,ابيكس فارما,الأدوية,أمراض القلب و الضغط و الدم,تورسيميد,No,مدر للبول ، مما يعني أنه يساعد الجسم على التخلص من الماء الزائد والملح. يستخدم لعلاج ارتفاع ضغط الدم وذمة (احتباس السوائل) الناتج عن قصور القلب أو مرض الكبد أو مرض الكلى.,يتم تحديد الجرعة من قبل طبيبك.
وايت مناديل مبللة مضادة للبكتريا باللافندر 50 منديل,White Tissue Antibacterial Lavender 50 Wipes,33,وايت,العناية اليومية,مناديل & ورقيات,N/A,No,,
إبيكوبريد 20 مجم 20 قرص قابل للانتشار في الفم,Epicopred 20 mg 20 Tablets,104,إيبيكو,الأدوية,هرمون الكورتيزون,بريدنيزولون,No,تعامل مع مجموعة متنوعة من الحالات الالتهابية ، بما في ذلك الحساسية والربو والتهاب المفاصل وأمراض الأمعاء الالتهابية. قمع الجهاز المناعي من أجل منع رفض الأعضاء بعد الزرع. علاج أنواع معينة من السرطان ، مثل سرطان الدم والورم الليمفاوية.,تختلف جرعة Epicopred 20mg 20tablets prednisolone اعتمادًا على حالة الفرد والاستجابة للعلاج. من المهم اتباع تعليمات طبيبك بعناية.
نوفورابيد فليكسبن 100 وحدة دولية/مل 5 أقلام مملوءة مسبقًا,Novorapid Flexpen 100 I.U/ml 5 Prefilled Pens,1260,نوفو نورديسك,الأدوية,الانسولين,الأنسولين الأسبارت,Yes,,
موكوفيلين شراب 125 مل,Mucophylline Syrup 125 ml,50,مصر,الأدوية,أدوية الكحة,أسيفيلين بيبرازين + برومهيكسين,No,علاج احتقان الصدر والسعال الصدري المصاحب لالتهابات الجهاز التنفسي، مثل التهاب الشعب الهوائية والالتهاب الرئوي إذابة المخاط وتسهيل عملية السعال تخفيف التشنج القصبي (تضييق الشعب الهوائية),
هيستازين1 10 مجم 20 قرص,Histazine-1 10 mg 20 Tablets,68,العامرية,الأدوية,أدوية لا تسبب النعاس,سيتيريزين,No,علاج حمى القش وحالات الحساسية الأخرى (مثل العطس أو سيلان أو حكة الأنف) علاج الطفح الجلدي المزمن (الارتيكاريا مجهول السبب),البالغين والأطفال أكبر من 6 سنوات: 10 مجم مرة واحدة يومياً الأطفال من عمر 2 – 6 سنوات: 5 ملجم مرتين يومياً
5-فلورويوراسيل 250 مجم/5 مل محلول مركز للحقن الوريدي أو التسريب 1 فيال,5-Fluorouracil 250 mg/5 ml Concentrate for solution for IV injection or infusion 1 Vial,74,ابيوى فارما,الأدوية,ادوية الاورام,فلوروراسيل,Yes,,
فورسيجا 10 مجم 28 قرص,Forxiga 10 mg 28 Tablets,602,أسترازينيكا,الأدوية,أدوية مرض السكري,داباجليفلوزين,No,التحكم في نسبة السكر في الدم لدى البالغين المصابين بداء السكري من النوع الثاني تقليل مخاطر الأحداث القلبية الوعائية الضارة الكبرى (MACE) لدى البالغين المصابين بداء السكري من النوع الثاني وأمراض القلب والأوعية الدموية علاج قصور القلب المزمن المصحوب بأعراض لدى البالغين الذين يعانون من انخفاض الكسر القذفي (HFrEF)، بغض النظر عن حالة مرض السكري علاج مرض الكلى المزمن (CKD) لدى البالغين الذين يعانون من HFrEF أو بيلة الألبومين,البالغين المصابين بداء السكري من النوع الثاني: الجرعة المبدئية الموصى بها هي 5 مليجرام مرة واحدة يوميًا. يمكن زيادة الجرعة إلى 10 مليجرام مرة واحدة يوميًا إذا لزم الأمر. البالغين الذين يعانون من HFrEF: الجرعة الموصى بها هي 10 مليجرام مرة واحدة يوميًا. البالغين الذين يعانون من مرض الكلى المزمن: الجرعة الموصى بها هي 5 مليجرام مرة واحدة يومياً.
لاكتو 1 تركيبة حليب للرضع من 0-6 أشهر 400 جرام,Lacto 1 Infant Formula 0-6 Months 400 gm,250,N/A,العناية بالأم والطفل,حليب اطفال المرحلة الاولى,N/A,No,,
سيلونا 1000 مجم 20 كيس,Selona 1000 mg 20 Sachets,55,N/A,فيتامينات & طعام صحي,فيتامين ج,N/A,No,,
سيجنال معجون اسنان مكافح التسوس 120 مل,Signal Cavity Fighter Toothpaste 120 ml,58,سيجنال,العناية اليومية,معجون اسنان,N/A,No,,
